protocol,SID,DATA0,DATA1,DATA2,DATA3,DATA4,DATA5,DATA6,DATA7,DATA8,DATA9,DATA10,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,Gene
s-my-G8-m4-1,NCGC00013226-15,97.79062644,103.7592211,95.62818777,96.25675217,102.7070934,104.2265576,105.199193,104.3997481,104.3686519,104.6592633,99.77277154,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,DRD2
s-my-G8-m4-1,NCGC00013724-01,99.03307923,105.9715574,106.8864584,103.7876547,106.4130717,100.6553545,110.3447801,111.6964685,108.992194,106.2830905,84.69715416,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,NA
s-my-G8-m4-1,NCGC00013822-03,100,99.12569609,103.4711413,100.7570476,94.24417014,107.5071416,98.03012841,99.77497932,92.53897653,84.93333432,73.47032762,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,SHH
s-my-G8-m4-1,NCGC00013841-08,102.5146686,106.4175599,105.4418538,108.5948382,106.6240141,106.1109397,104.8462889,93.62512542,89.94731253,80.8576966,57.76992031,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,HTR2A
s-my-G8-m4-1,NCGC00014352-03,99.52820204,98.85303964,104.8180033,109.0489594,104.0639882,95.15519647,93.83111513,81.80203142,75.32979827,59.02479233,24.1648073,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,SHH
s-my-G8-m4-1,NCGC00014650-03,103.9408326,99.35885064,95.18042584,98.26230909,93.79189737,101.5799175,102.9899924,96.73799447,101.4558724,91.07922354,29.78516695,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,TUBB
s-my-G8-m4-1,NCGC00014670-16,98.83027792,101.1415049,100.1452276,97.41083848,96.09485312,89.85936766,91.81269918,84.64644484,87.9572964,81.75244195,71.4303611,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,DRD1
s-my-G8-m4-1,NCGC00014873-04,98.92930571,108.3898316,107.8668569,98.17698756,106.6550535,101.3255775,93.76835925,97.04351323,97.26993201,93.39606608,44.29567827,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,MDM2
s-my-G8-m4-1,NCGC00014891-03,105.1586886,110.5499533,111.8932359,108.7166284,112.3197767,110.3876952,113.1067562,109.0967867,112.0535612,112.1478479,111.954424,0.001560829,0.004682535,0.014047558,0.042142627,0.126427834,0.379283548,1.137850599,3.413551797,10.24065539,30.72196622,92.16589862,DNMT1
s-my-G8-m4-1,NCGC00014911-01,103.0701516,101.8637884,101.0739747,98.16034219,94.75153719,102.5040072,90.73192131,84.49311621,75.98603861,71.92402713,136.3111171,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,JAK2
