protocol,SID,DATA0,DATA1,DATA2,DATA3,DATA4,DATA5,DATA6,DATA7,DATA8,DATA9,DATA10,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,Gene
s-my-G9-m4-1,NCGC00013226-15,96.92199127,105.0626171,100.8482912,96.29274305,106.4204337,99.69943861,96.03805457,102.89998,102.995537,97.18455103,104.2452109,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,DRD2
s-my-G9-m4-1,NCGC00013724-01,97.78319128,106.8545426,101.3465538,109.6885274,112.6458341,106.3245403,106.8987211,120.7938905,112.9482941,112.1081599,104.3706446,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,NA
s-my-G9-m4-1,NCGC00013822-03,102.4690486,102.5227922,96.67192698,101.7139832,99.10536954,107.3864434,92.32287938,102.7549004,100.7267255,97.89524123,80.84691735,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,SHH
s-my-G9-m4-1,NCGC00013841-08,104.9692085,110.3205508,111.7122017,112.1759974,106.9643131,106.8999343,99.84077772,95.87039854,89.43064634,70.38964411,49.71557712,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,HTR2A
s-my-G9-m4-1,NCGC00014352-03,99.29716886,103.1937991,101.60259,100.743394,98.45023435,99.66594799,96.48545911,83.52661712,86.32493083,59.75127299,23.18424069,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,SHH
s-my-G9-m4-1,NCGC00014650-03,117.8068768,111.5434947,103.0121385,113.9977585,116.4087261,118.4156377,115.6380199,120.2018948,112.2360787,95.52248948,18.74484208,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,TUBB
s-my-G9-m4-1,NCGC00014670-16,105.9059645,102.30692,105.5483066,104.8633673,104.0821908,99.9414568,98.39439605,93.79930115,96.51583241,97.45024762,68.35563751,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,DRD1
s-my-G9-m4-1,NCGC00014873-04,97.61875872,96.62662661,97.85078127,95.23350447,96.25803192,98.8934292,94.87570822,96.52124902,84.54636491,84.10954452,16.01341526,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,MDM2
s-my-G9-m4-1,NCGC00014891-03,97.60497291,96.80821456,101.2910234,93.96811964,100.4260902,104.2555823,98.9958617,88.48795992,95.10830828,89.14784587,103.1271531,0.001560829,0.004682535,0.014047558,0.042142627,0.126427834,0.379283548,1.137850599,3.413551797,10.24065539,30.72196622,92.16589862,DNMT1
s-my-G9-m4-1,NCGC00014911-01,101.8635861,103.1184304,103.2373823,99.74312015,101.4220839,105.7078579,90.94316177,75.44830317,66.7186342,51.10784578,208.281417,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,JAK2
s-my-G9-m4-1,NCGC00014925-07,102.20056,98.89534748,102.8388282,99.98732581,97.79508514,97.30277573,96.8101595,97.20866708,109.4613877,108.920812,96.73138196,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,TOP1
s-my-G9-m4-1,NCGC00014926-03,111.1331565,109.7493197,108.3821788,101.684047,103.4838549,99.17191484,98.83154551,98.8253802,67.89788995,50.42642651,31.86426797,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,NA
s-my-G9-m4-1,NCGC00015004-11,109.297748,103.611955,113.6118267,101.7162119,111.0245921,103.1287548,114.0497844,100.7221157,108.4789843,93.7796523,70.72164724,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,HTR2A
s-my-G9-m4-1,NCGC00015026-14,115.8232667,116.0219721,122.2670084,120.1981863,116.9989211,117.0456741,121.4686844,113.8579414,97.41049664,94.66564392,83.73674356,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,CHRM1
s-my-G9-m4-1,NCGC00015034-02,106.6892154,102.8340863,103.8511522,105.8073796,103.7510704,105.7384675,109.3521932,104.8668335,103.958582,97.10115148,107.9332031,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,PARP1
s-my-G9-m4-1,NCGC00015036-08,107.1075699,108.1992412,100.8289623,101.5036016,100.4225911,112.8948462,112.8790901,112.0177417,112.8308942,104.5185797,97.0694688,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,DRD1
s-my-G9-m4-1,NCGC00015038-08,98.8029166,98.28975445,107.5790347,97.13449805,104.5175474,101.2969967,121.3995065,104.3871684,105.0173416,114.5467752,113.8043217,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,DHFR
s-my-G9-m4-1,NCGC00015049-18,100.1823262,105.5315355,111.2455921,100.4376584,105.3655877,106.3854393,105.9043703,104.6187189,90.35298866,66.16510735,29.99667172,0.000780415,0.002341244,0.007023779,0.02107129,0.063213917,0.189641751,0.5689253,1.706775899,5.120327696,15.36098309,46.08294931,CYP2C9
